Store Name,Store Type,Street Number,Street Name,City,State,Zip Code,County,Latitude,Longitude
$1 SHOP N' SAVE  ,Convenience Store,3436,E Chapman Ave,Orange,CA,92869,ORANGE,0.0,0.0
$1 STORE +  ,Convenience Store,709,N Bristol St Ste J,Santa Ana,CA,92703,ORANGE,0.0,0.0
.bp Ampm Arco 42373,Convenience Store,7990,Knott Ave,Buena Park,CA,90620,ORANGE,33.84693,-118.0107
10-FOUR MARKET  ,Convenience Store,2181,W Katella Ave # A,Anaheim,CA,92804,ORANGE,0.0,0.0
10951 Imperial Hwy Inc 47050,Convenience Store,11460,Beach Blvd,Stanton,CA,90680,ORANGE,33.796,-117.9923
17 Food Store  ,Convenience Store,6522,Stanton Ave,Buena Park,CA,90621,ORANGE,33.86558,-117.9938
"17-FOOD STORES, STANTON  ",Convenience Store,6522,Stanton Ave Ste A,Buena Park,CA,90621,ORANGE,0.0,0.0
1st And Fairview Market  ,Convenience Store,2715,W 1st St,Santa Ana,CA,92703,ORANGE,33.74561,-117.906
1ST MEAT MARKET  ,Meat/Poultry Specialty,1620,E 1st St,Santa Ana,CA,92701,ORANGE,33.74543,-117.8454
33 FOOD MARKET  ,Large Grocery Store,10541,Bolsa Ave,Garden Grove,CA,92843,ORANGE,0.0,0.0
4 Season Produce  ,Supermarket,1820,N Placentia Ave,Placentia,CA,92870,ORANGE,33.89466,-117.8723
4 U FAMILI DISCOUNT CENTER  ,Convenience Store,130,N Raymond Ave,Fullerton,CA,92831,ORANGE,33.8711,-117.9069
4 U MARKET  ,Small Grocery Store,7757,Katella Ave Ste A,Stanton,CA,90680,ORANGE,0.0,0.0
4 U MARKET  ,Convenience Store,7757,KATELLA AVENUE #A-B,STANTON,CA,90680,ORANGE,0.0,0.0
4 U MARKET  ,Convenience Store,7757,KATELLA AVE A&B,STANTON,CA,90680,ORANGE,33.80296,-117.9972
4 U Market  ,Convenience Store,7757,Katella Ave,Stanton,CA,90680,ORANGE,33.80297,-117.9972
4 U Market  ,Convenience Store,7757,Katella Ave,Stanton,CA,90680,ORANGE,33.80297,-117.9972
4 U Market Liquor  ,Convenience Store,7757,Katella Ave,Stanton,CA,90680,ORANGE,33.80297,-117.9972
4U BARGAIN  ,Large Grocery Store,1800,N Grand Ave,Santa Ana,CA,92705,ORANGE,33.76117,-117.8519
4u Market  ,Convenience Store,7757,Katella Ave,Stanton,CA,90680,ORANGE,33.80297,-117.9972
5 BRISTOL FOOD STORE  ,Convenience Store,510,N Bristol St Ste A,Santa Ana,CA,92703,ORANGE,33.74915,-117.8852
5w Baby Market  ,Small Grocery Store,1212,S Bristol St,Santa Ana,CA,92704,ORANGE,33.73184,-117.8852
5w Food Market  ,Small Grocery Store,500,S Knott Ave,Anaheim,CA,92804,ORANGE,33.82543,-118.0104
5w Food Market  ,Small Grocery Store,500,S Knott Ave,Anaheim,CA,92804,ORANGE,33.82543,-118.0104
7 DAY MARKET AND VIDEO  ,Unknown,1225,S Knott Ave,Anaheim,CA,92804,ORANGE,0.0,0.0
7 DAYS FOOD STORE  ,Convenience Store,6832,EDINGER AVE.,HUNTINGTON BCH,CA,92647,ORANGE,0.0,0.0
7 Days Liquor  ,Convenience Store,19490,Beach Blvd,Huntington Beach,CA,92648,ORANGE,33.67959,-117.9885
7 Days Liquor 2  ,Convenience Store,5201,E Orangethorpe Ave,Anaheim,CA,92807,ORANGE,33.86422,-117.8014
7 DIAS BARGAIN  ,Convenience Store,1232,S MAGNOILA AVE,ANAHEIM,CA,92804,ORANGE,0.0,0.0
7 Eleven 26846C,Convenience Store,15265,Culver Dr,Irvine,CA,92604,ORANGE,33.69603,-117.7966
7 Eleven 17782,Convenience Store,9001,Bolsa Ave,Westminster,CA,92683,ORANGE,33.74494,-117.9718
7 Eleven 34344B,Convenience Store,7012,Edinger Ave,Huntington Beach,CA,92647,ORANGE,33.73007,-118.0063
7 Eleven # 25985 25985,Convenience Store,18532,Yorba Linda Blvd,Yorba Linda,CA,92886,ORANGE,33.88794,-117.8105
7 Eleven # 25985 25985,Convenience Store,18532,Yorba Linda Blvd,Yorba Linda,CA,92886,ORANGE,33.88794,-117.8105
7 Eleven 37051A  ,Convenience Store,2016,W 17th St,Santa Ana,CA,92706,ORANGE,33.75988,-117.8976
7 Eleven Store 36866A,Convenience Store,100,W la Habra Blvd,La Habra,CA,90631,ORANGE,33.93181,-117.9462
7 Eleven Store 33436B,Convenience Store,2217,E 17th St,Santa Ana,CA,92705,ORANGE,33.75999,-117.8348
7 Eleven Store 33520D,Convenience Store,6010,Warner Ave,Huntington Beach,CA,92647,ORANGE,33.71537,-118.023
7 Eleven Store 39725A,Convenience Store,950,S Harbor Blvd,Santa Ana,CA,92704,ORANGE,33.73524,-117.9201
7 Eleven Store 26314C,Convenience Store,3197,N Glassell St,Orange,CA,92865,ORANGE,33.84171,-117.8522
7 Eleven Store 18226D,Convenience Store,675,Paularino Ave,Costa Mesa,CA,92626,ORANGE,33.68232,-117.8844
7 Eleven Store 37024A,Convenience Store,2112,S Main St,Santa Ana,CA,92707,ORANGE,33.7194,-117.8679
7 Eleven Store 25703D,Convenience Store,1495,Superior Ave,Newport Beach,CA,92663,ORANGE,33.62831,-117.9314
7 Eleven Store 37101A,Convenience Store,700,N Main St,Santa Ana,CA,92701,ORANGE,33.75072,-117.8676
7 Eleven Store 13794D,Convenience Store,20034,Santa Ana Ave,Costa Mesa,CA,92626,ORANGE,33.64423,-117.9043
7 Eleven Store 17841F,Convenience Store,2001,E la Habra Blvd,La Habra,CA,90631,ORANGE,33.93194,-117.9243
7 Eleven Store 39621A,Convenience Store,10772,Los Alamitos Blvd,Los Alamitos,CA,90720,ORANGE,33.80606,-118.0718
7 Eleven Store 36983A,Convenience Store,8495,Western Ave,Buena Park,CA,90620,ORANGE,33.83964,-118.0023
7 Eleven Store 39682A,Convenience Store,9472,Valley View St,Cypress,CA,90630,ORANGE,33.82482,-118.0282
7 Eleven Store 39695A,Convenience Store,8761,Knott Ave,Buena Park,CA,90620,ORANGE,33.83536,-118.0111
7 Eleven Store 17032E,Convenience Store,775,N East St,Anaheim,CA,92805,ORANGE,33.84708,-117.9057
7 Eleven Store 17840 E,Convenience Store,8725,Orangethorpe Ave,Buena Park,CA,90621,ORANGE,33.85912,-117.9809
7 Eleven Store 18226E,Convenience Store,675,Paularino Ave,Costa Mesa,CA,92626,ORANGE,33.68199,-117.8844
7 Eleven Store 27265 D,Convenience Store,902,W 1st St,Santa Ana,CA,92703,ORANGE,33.74507,-117.8768
7 Eleven Store 13779 A  ,Convenience Store,13054,Chapman Ave,Garden Grove,CA,92840,ORANGE,33.78876,-117.9051
7 Eleven Store 13795 B  ,Convenience Store,1097,Baker St,Costa Mesa,CA,92626,ORANGE,33.67973,-117.903
7 Eleven Store 13801 E  ,Convenience Store,25758,La Paz Rd,Laguna Hills,CA,92653,ORANGE,33.59518,-117.6809
7 Eleven Store 13823 G  ,Convenience Store,10044,Ellis Ave,Fountain Valley,CA,92708,ORANGE,33.69375,-117.9534
7 Eleven Store 13823 G  ,Convenience Store,10044,Ellis Ave,Fountain Valley,CA,92708,ORANGE,33.69375,-117.9534
7 Eleven Store 13823 G  ,Convenience Store,10044,Ellis Ave,Fountain Valley,CA,92708,ORANGE,33.69375,-117.9534
7 Eleven Store 16995 D  ,Convenience Store,2222,W Commonwealth Ave,Fullerton,CA,92833,ORANGE,33.86964,-117.9679
7 Eleven Store 17171 B  ,Convenience Store,2403,W Ball Rd,Anaheim,CA,92804,ORANGE,33.81772,-117.968
7 Eleven Store 17171 C  ,Convenience Store,2403,W Ball Rd,Anaheim,CA,92804,ORANGE,33.81806,-117.9679
7 Eleven Store 17782 F  ,Convenience Store,9001,Bolsa Ave,Westminster,CA,92683,ORANGE,33.74493,-117.9718
7 Eleven Store 17839 E  ,Convenience Store,610,W 1st St,Tustin,CA,92780,ORANGE,33.74561,-117.8301
7 Eleven Store 18040 D  ,Convenience Store,8492,Warner Ave,Huntington Beach,CA,92647,ORANGE,33.71524,-117.9809
7 Eleven Store 18771 G  ,Convenience Store,10500,Knott Ave,Stanton,CA,90680,ORANGE,33.8096,-118.0107
7 Eleven Store 18838 F  ,Convenience Store,1108,W Imperial Hwy,Brea,CA,92821,ORANGE,33.91698,-117.9153
7 Eleven Store 20488 F  ,Convenience Store,8462,Moody St,La Palma,CA,90623,ORANGE,33.83929,-118.0458
7 Eleven Store 21066 F  ,Convenience Store,818,W 17th St,Santa Ana,CA,92706,ORANGE,33.75993,-117.8761
7 Eleven Store 22080 C  ,Convenience Store,902,W Edinger Ave,Santa Ana,CA,92707,ORANGE,33.72719,-117.8769
7 Eleven Store 23162 D  ,Convenience Store,1200,S Euclid St,Anaheim,CA,92802,ORANGE,33.81758,-117.9409
7 Eleven Store 25242 D  ,Convenience Store,25361,Alicia Pkwy,Laguna Hills,CA,92653,ORANGE,33.5938,-117.6978
7 Eleven Store 25242 E  ,Convenience Store,25361,Alicia Pkwy,Laguna Hills,CA,92653,ORANGE,33.59377,-117.6978
7 Eleven Store 25509 C  ,Convenience Store,2790,E Lincoln Ave,Anaheim,CA,92806,ORANGE,33.83673,-117.8721
7 Eleven Store 26073 D  ,Convenience Store,763,N Euclid St,Anaheim,CA,92801,ORANGE,33.84269,-117.9422
7 Eleven Store 26109 B  ,Convenience Store,4320,Katella Ave,Los Alamitos,CA,90720,ORANGE,33.80292,-118.0569
7 Eleven Store 26185 D  ,Convenience Store,12971,Nelson St,Garden Grove,CA,92840,ORANGE,33.77438,-117.9457
7 Eleven Store 26314 D  ,Convenience Store,3197,N Glassell St,Orange,CA,92865,ORANGE,33.84179,-117.8518
7 Eleven Store 26659 D  ,Convenience Store,16919,Pacific Coast Hwy,Sunset Beach,CA,90742,ORANGE,33.71616,-118.0689
7 Eleven Store 26764 D  ,Convenience Store,4427,E Chapman Ave,Orange,CA,92869,ORANGE,33.78778,-117.8061
7 Eleven Store 26766D  ,Convenience Store,13541,Beach Blvd,Westminster,CA,92683,ORANGE,33.76609,-117.9907
7 Eleven Store 27331 C  ,Convenience Store,13450,Goldenwest St,Westminster,CA,92683,ORANGE,33.76694,-118.0072
7 Eleven Store 27461 D  ,Convenience Store,2647,N Grand Ave,Santa Ana,CA,92705,ORANGE,33.77308,-117.8522
7 Eleven Store 27621 C  ,Convenience Store,3001,Bristol St,Costa Mesa,CA,92626,ORANGE,33.68052,-117.8858
7 Eleven Store 27746 C  ,Convenience Store,301,S Brookhurst Rd,Fullerton,CA,92833,ORANGE,33.86643,-117.9594
7 Eleven Store 27937 D  ,Convenience Store,108,W Katella Ave,Orange,CA,92867,ORANGE,33.80857,-117.8536
7 Eleven Store 27941 C  ,Convenience Store,381,E Whittier Blvd,La Habra,CA,90631,ORANGE,33.93919,-117.9421
7 Eleven Store 29003 B  ,Convenience Store,9502,Hamilton Ave,Huntington Beach,CA,92646,ORANGE,33.65051,-117.9618
7 Eleven Store 29003 C  ,Convenience Store,9502,Hamilton Ave,Huntington Beach,CA,92646,ORANGE,33.65013,-117.9618
7 Eleven Store 33257 C  ,Convenience Store,1000,W Orangethorpe Ave,Fullerton,CA,92833,ORANGE,33.85901,-117.9422
7 Eleven Store 33503 E  ,Convenience Store,17955,Beach Blvd,Huntington Beach,CA,92647,ORANGE,33.70155,-117.9897
7 Eleven Store 33553 C  ,Convenience Store,3020,W Lincoln Ave,Anaheim,CA,92801,ORANGE,33.83196,-117.9948
7 Eleven Store 34170 C  ,Convenience Store,103,N Brookhurst St,Anaheim,CA,92801,ORANGE,33.8327,-117.959
7 Eleven Store 34452 B  ,Convenience Store,11011,Brookhurst St,Garden Grove,CA,92840,ORANGE,33.80272,-117.959
7 Eleven Store 35343 B  ,Convenience Store,16971,Goldenwest St,Huntington Beach,CA,92647,ORANGE,33.71581,-118.0066
7 Eleven Store 35346 B  ,Convenience Store,27271,Trabuco Rd,Mission Viejo,CA,92691,ORANGE,33.61362,-117.6548
7 Eleven Store 35658 B  ,Convenience Store,6012,Edinger Ave,Huntington Beach,CA,92647,ORANGE,33.72994,-118.0237
7 Eleven Store 35724 A  ,Convenience Store,8501,Heil Ave,Westminster,CA,92683,ORANGE,33.72305,-117.9806
7 Eleven Store 36079 B  ,Convenience Store,3975,Alton Pkwy,Irvine,CA,92606,ORANGE,33.68163,-117.8124
7 Eleven Store 36080 B  ,Convenience Store,15350,Alton Pkwy,Irvine,CA,92618,ORANGE,33.65474,-117.7386
7 Eleven Store 36811 A  ,Convenience Store,5210,W 1st St,Santa Ana,CA,92703,ORANGE,33.74502,-117.9377
7 Eleven Store 36811 A  ,Convenience Store,5210,W 1st St,Santa Ana,CA,92703,ORANGE,33.74502,-117.9379
7 Eleven Store 36983 B  ,Convenience Store,8495,Western Ave,Buena Park,CA,90620,ORANGE,33.83964,-118.0026
7 Eleven Store 36983 C  ,Convenience Store,8495,Western Ave,Buena Park,CA,90620,ORANGE,33.83964,-118.0026
7 Eleven Store 37024 B  ,Convenience Store,2112,S Main St,Santa Ana,CA,92707,ORANGE,33.71914,-117.8679
7 Eleven Store 37057 A  ,Convenience Store,16001,Bolsa Chica St,Huntington Beach,CA,92649,ORANGE,33.72952,-118.0417
7 Eleven Store 37340 A 37340B,Convenience Store,2626,N Bristol St,Santa Ana,CA,92706,ORANGE,33.77275,-117.8849
7 Eleven Store 37340 C  ,Convenience Store,2626,N Bristol St,Santa Ana,CA,92706,ORANGE,33.77273,-117.8852
7 Eleven Store 37703 A  ,Convenience Store,3960,S Main St,Santa Ana,CA,92707,ORANGE,33.69449,-117.8682
7 Eleven Store 37965 A  ,Convenience Store,2245,W Chapman Ave,Orange,CA,92868,ORANGE,33.78794,-117.8768
7 Eleven Store 37966 A  ,Convenience Store,818,W Orangethorpe Ave,Placentia,CA,92870,ORANGE,33.85976,-117.8829
7 Eleven Store 38102 A  ,Convenience Store,125,N Tustin St,Orange,CA,92867,ORANGE,33.78822,-117.8357
7 Eleven Store 38385 A  ,Convenience Store,31952,Del Obispo St,San Juan Capistrano,CA,92675,ORANGE,33.49741,-117.6684
7 Eleven Store 38389 A  ,Convenience Store,902,E Katella Ave,Anaheim,CA,92805,ORANGE,33.80315,-117.8974
7 Eleven Store 38591 A  ,Convenience Store,16171,Beach Blvd,Huntington Beach,CA,92647,ORANGE,33.72738,-117.9898
7 Eleven Store 38891 A  ,Convenience Store,2620,W Chapman Ave,Orange,CA,92868,ORANGE,33.7874,-117.8808
7 Eleven Store 38967 A  ,Convenience Store,6992,Noritsu Ave,Buena Park,CA,90620,ORANGE,33.85715,-118.0115
7 Eleven Store 39017 B  ,Convenience Store,14090,Red Hill Ave,Tustin,CA,92780,ORANGE,33.73228,-117.8166
7 Eleven Store 39111 A  ,Convenience Store,5482,La Palma Ave,La Palma,CA,90623,ORANGE,33.84626,-118.0376
7 Eleven Store 39695 B  ,Convenience Store,8761,Knott Ave,Buena Park,CA,90620,ORANGE,33.83531,-118.0115
7 Eleven Store 39961 A  ,Convenience Store,260,S Euclid St,Anaheim,CA,92802,ORANGE,33.82925,-117.9411
7 Eleven Store 39965 A  ,Convenience Store,8221,Garden Grove Blvd,Garden Grove,CA,92844,ORANGE,33.77405,-117.9887
7 Eleven Store 39971 A  ,Convenience Store,3174,W Ball Rd,Anaheim,CA,92804,ORANGE,33.81731,-118.0017
7 MARKET  ,Convenience Store,7481,KATELLA AVE,STANTON,CA,90680,ORANGE,0.0,0.0
7 MART  ,Convenience Store,510,N Bristol St Ste A,Santa Ana,CA,92703,ORANGE,0.0,0.0
7 MINI MART  ,Convenience Store,13758,Harbor Blvd,Garden Grove,CA,92843,ORANGE,0.0,0.0
7 STAR LIQUOR  ,Convenience Store,1845,W Katella Ave,Anaheim,CA,92804,ORANGE,0.0,0.0
7 Vegan Market  ,Convenience Store,12048,Chapman Ave,Garden Grove,CA,92840,ORANGE,33.78834,-117.923
7-24 Hours  ,Convenience Store,2401,W Lincoln Ave,Anaheim,CA,92801,ORANGE,33.83245,-117.9681
7-Eleven 23162C,Convenience Store,1200,S Euclid St,Anaheim,CA,92802,ORANGE,33.81754,-117.9413
7-ELEVEN 17840 D,Convenience Store,8725,Orangethorpe Ave,Buena Park,CA,90621,ORANGE,33.85912,-117.9809
7-ELEVEN  2172-25954,Convenience Store,8491,Westminster Blvd,Westminster,CA,92683,ORANGE,0.0,0.0
7-ELEVEN 26216 T,Convenience Store,107,W Ball Rd,Anaheim,CA,92805,ORANGE,33.81818,-117.9086
7-ELEVEN 26073 B,Convenience Store,763,N Euclid St,Anaheim,CA,92801,ORANGE,33.84234,-117.9417
7-ELEVEN 26615 C,Convenience Store,103,S Harbor Blvd,Santa Ana,CA,92704,ORANGE,33.74463,-117.92
7-Eleven 17032D,Convenience Store,775,N East St,Anaheim,CA,92805,ORANGE,33.84697,-117.9056
7-ELEVEN 27746 B,Convenience Store,301,S Brookhurst Rd,Fullerton,CA,92833,ORANGE,33.86648,-117.9595
7-Eleven 17841F,Convenience Store,2001,E la Habra Blvd,La Habra,CA,90631,ORANGE,33.93193,-117.9243
7-ELEVEN 29057 A,Combination Grocery/Other,611,W Katella Ave,Anaheim,CA,92802,ORANGE,33.80347,-117.9156
7-ELEVEN 16995 C,Convenience Store,2222,W Commonwealth Ave,Fullerton,CA,92833,ORANGE,33.87001,-117.9672
7-ELEVEN 19200 C,Convenience Store,101,W Katella Ave,Anaheim,CA,92802,ORANGE,33.80346,-117.9071
7-ELEVEN 20705 C,Convenience Store,15202,Williams St,Tustin,CA,92780,ORANGE,33.74182,-117.8394
7-ELEVEN 18284 C,Convenience Store,541,W Imperial Hwy,La Habra,CA,90631,ORANGE,33.91736,-117.9516
7-ELEVEN 19615 E,Convenience Store,23061,BEACH BLVD,HUNTINGTON BCH,CA,92805,ORANGE,33.73161,-117.9894
7-Eleven 13799A,Convenience Store,16791,McFadden Ave,Tustin,CA,92780,ORANGE,33.73388,-117.8364
7-ELEVEN 18201 B,Convenience Store,13511,Fairview St,Garden Grove,CA,92843,ORANGE,33.76679,-117.9029
7-ELEVEN 13769 D,Convenience Store,5432,Orangethorpe Ave,La Palma,CA,90623,ORANGE,33.85865,-118.0385
7-ELEVEN  2172-22646,Convenience Store,24386,Muirlands Blvd,Lake Forest,CA,92630,ORANGE,0.0,0.0
7-Eleven 27331B,Convenience Store,13450,Goldenwest St,Westminster,CA,92683,ORANGE,33.76707,-118.0072
7-Eleven 13999F,Convenience Store,2850,Brea Blvd,Fullerton,CA,92835,ORANGE,33.9029,-117.9077
7-ELEVEN  22174,Convenience Store,8982,Chapman Ave,Garden Grove,CA,92841,ORANGE,0.0,0.0
7-ELEVEN  2172-22646,Convenience Store,24386,Muirlands Blvd,Lake Forest,CA,92630,ORANGE,0.0,0.0
7-Eleven 24506C,Convenience Store,295,W Central Ave,Brea,CA,92821,ORANGE,33.93212,-117.8991
7-ELEVEN  29200B,Convenience Store,24401,Ridge Route Dr Ste A101,Laguna Hills,CA,92653,ORANGE,0.0,0.0
7-Eleven 25954C,Convenience Store,8491,Westminster Blvd,Westminster,CA,92683,ORANGE,33.7594,-117.9813
7-Eleven 27937 B,Convenience Store,108,W KATELLA A,ORANGE,CA,92867,ORANGE,33.80905,-117.8535
7-Eleven 19988F,Convenience Store,1621,N Placentia Ave,Fullerton,CA,92831,ORANGE,33.88703,-117.8752
7-Eleven 13804 F,Convenience Store,1201,E Santa Ana St,Anaheim,CA,92805,ORANGE,33.83413,-117.901
7-Eleven 13779 F,Convenience Store,13054,Chapman Ave,Garden Grove,CA,92840,ORANGE,33.78878,-117.9051
7-Eleven 39011,Convenience Store,12502,Harbor Blvd,Garden Grove,CA,92840,ORANGE,33.78132,-117.9147
7-ELEVEN  27416,Convenience Store,400-A,N GRAND AVE,SANTA ANA,CA,92701,ORANGE,33.74813,-117.8519
7-ELEVEN  21209,Convenience Store,1203,S Standard Ave,Santa Ana,CA,92707,ORANGE,33.73352,-117.8563
7-Eleven 33553,Convenience Store,3020,W Lincoln Ave,Anaheim,CA,92801,ORANGE,33.83192,-117.9949
7-Eleven 33257,Convenience Store,1000,W Orangethorpe Ave,Fullerton,CA,92833,ORANGE,33.85932,-117.9423
7-Eleven 26930,Convenience Store,570,S Brookhurst St,Anaheim,CA,92804,ORANGE,33.82552,-117.9589
7-Eleven 33436,Convenience Store,2217,E 17th St,Santa Ana,CA,92705,ORANGE,33.75999,-117.8348
7-ELEVEN 25985 D,Convenience Store,18532,Yorba Linda Blvd,Yorba Linda,CA,92886,ORANGE,33.88847,-117.8102
7-ELEVEN 13769 D,Convenience Store,5432,Orangethorpe Ave,La Palma,CA,90623,ORANGE,33.85865,-118.0385
7-Eleven 34046,Convenience Store,4045,W Garden Grove Blvd,Orange,CA,92868,ORANGE,33.77451,-117.8967
7-Eleven 17032D,Convenience Store,775,N East St,Anaheim,CA,92805,ORANGE,33.84697,-117.9056
7-Eleven 25985,Convenience Store,18532,Yorba Linda Blvd,Yorba Linda,CA,92886,ORANGE,33.88847,-117.8102
7-Eleven 19988F,Convenience Store,1621,N Placentia Ave,Fullerton,CA,92831,ORANGE,33.88703,-117.8752
7-Eleven 13789,Convenience Store,1118,S El Camino Real,San Clemente,CA,92672,ORANGE,33.42079,-117.608
7-Eleven 22897C,Convenience Store,2745,W McFadden Ave,Santa Ana,CA,92704,ORANGE,33.7346,-117.9058
7-Eleven 13786,Convenience Store,19752,Yorba Linda Blvd,Yorba Linda,CA,92886,ORANGE,33.88882,-117.7898
7-Eleven 27461,Convenience Store,2647,N Grand Ave,Santa Ana,CA,92705,ORANGE,33.77245,-117.8526
7-Eleven 23162C,Convenience Store,1200,S Euclid St,Anaheim,CA,92802,ORANGE,33.81754,-117.9413
7-Eleven 207,Convenience Store,2249,S El Camino Real,San Clemente,CA,92672,ORANGE,33.41496,-117.6004
7-Eleven 17124,Convenience Store,8471,Chapman Ave,Garden Grove,CA,92841,ORANGE,33.78846,-117.9846
7-Eleven 27621,Convenience Store,3001,S Bristol St,Costa Mesa,CA,92626,ORANGE,33.68052,-117.8858
7-Eleven 16927F,Convenience Store,10950,Warner Ave,Fountain Valley,CA,92708,ORANGE,33.71627,-117.9377
7-Eleven 24506C,Convenience Store,295,W Central Ave,Brea,CA,92821,ORANGE,33.93212,-117.8991
7-Eleven 13999F,Convenience Store,2850,Brea Blvd,Fullerton,CA,92835,ORANGE,33.9029,-117.9077
7-Eleven 27941,Convenience Store,381,E Whittier Blvd,La Habra,CA,90631,ORANGE,33.93919,-117.9422
7-Eleven 22414,Convenience Store,12752,Brookhurst St,Garden Grove,CA,92840,ORANGE,33.77745,-117.9573
7-Eleven 22174,Convenience Store,8982,Chapman Ave,Garden Grove,CA,92841,ORANGE,33.78842,-117.9756
7-Eleven 39011,Convenience Store,12502,Harbor Blvd,Garden Grove,CA,92840,ORANGE,33.78132,-117.9147
7-Eleven 13795,Convenience Store,1097,Baker St,Costa Mesa,CA,92626,ORANGE,33.68008,-117.903
7-Eleven 19969,Convenience Store,290,S Main St,Orange,CA,92868,ORANGE,33.78428,-117.8673
7-Eleven 25817,Convenience Store,14460,Newport Ave,Tustin,CA,92780,ORANGE,33.73329,-117.8269
7-Eleven 33168,Convenience Store,13472,Euclid St,Garden Grove,CA,92843,ORANGE,33.76761,-117.9377
7-Eleven 27265,Convenience Store,902,W 1st ST,Santa Ana,CA,92703,ORANGE,33.74539,-117.8768
7-Eleven 32938,Convenience Store,204,E 17th St,Costa Mesa,CA,92627,ORANGE,33.63554,-117.9182
7-Eleven 39017,Convenience Store,14090,Red Hill Ave,Tustin,CA,92780,ORANGE,33.73193,-117.8169
7-eleven 39013A,Convenience Store,14502,Goldenwest Street,Westminster,CA,92683,ORANGE,33.75167,-118.0065
7-Eleven 34221,Convenience Store,1685,W Katella Ave,Anaheim,CA,92802,ORANGE,33.80331,-117.9407
7-Eleven 18167,Convenience Store,1020,S Bristol St,Santa Ana,CA,92703,ORANGE,33.73483,-117.8851
7-Eleven 18771,Convenience Store,10500,Knott Ave,Stanton,CA,90680,ORANGE,33.80961,-118.0107
7-Eleven 13753,Convenience Store,10545,Slater Ave,Fountain Valley,CA,92708,ORANGE,33.7091,-117.9448
7-Eleven 25509,Convenience Store,2790,E Lincoln Ave,Anaheim,CA,92806,ORANGE,33.83713,-117.872
7-Eleven 19671E,Convenience Store,2683,Harbor Blvd,Costa Mesa,CA,92626,ORANGE,33.66998,-117.9194
7-Eleven 26109A,Convenience Store,4320,Katella Ave,Los Alamitos,CA,90720,ORANGE,33.80294,-118.0576
7-Eleven 21209D,Convenience Store,1203,S Standard Ave,Santa Ana,CA,92707,ORANGE,33.73352,-117.8563
7-Eleven 27416,Convenience Store,400,N Grand Ave,Santa Ana,CA,92701,ORANGE,33.74828,-117.8519
7-Eleven 22646G,Convenience Store,24386,Muirlands Blvd,Lake Forest,CA,92630,ORANGE,33.62822,-117.7041
7-Eleven 24243C,Convenience Store,6501,Westminster Blvd,Westminster,CA,92683,ORANGE,33.75908,-118.0153
7-Eleven 17841F,Convenience Store,2001,E la Habra Blvd,La Habra,CA,90631,ORANGE,33.93193,-117.9243
7-Eleven 34344A,Convenience Store,7012,Edinger Ave.,Huntington Beach,CA,92647,ORANGE,33.73008,-118.0063
7-Eleven 13781F,Convenience Store,1220,N Bristol St,Santa Ana,CA,92703,ORANGE,33.75564,-117.8851
7-Eleven 34573,Convenience Store,9475,Warner Ave,Fountain Valley,CA,92708,ORANGE,33.71611,-117.9637
7-Eleven 26216,Convenience Store,107,W Ball Rd,Anaheim,CA,92805,ORANGE,33.81818,-117.9086
7-Eleven 34527,Convenience Store,20562,Regency Ln,Lake Forest,CA,92630,ORANGE,33.6636,-117.6654
7-Eleven 16927,Convenience Store,10950,Warner Ave,Fountain Valley,CA,92708,ORANGE,33.71627,-117.9377
7-Eleven 34653,Convenience Store,706,Pacific Coast Hwy,Huntington Beach,CA,92648,ORANGE,33.6591,-118.0046
7-Eleven 26766,Convenience Store,13541,Beach Blvd,Westminster,CA,92683,ORANGE,33.76513,-117.9899
7-Eleven 33257,Convenience Store,1000,W Orangethorpe Ave,Fullerton,CA,92833,ORANGE,33.85932,-117.9423
7-Eleven 27331B,Convenience Store,13450,Goldenwest St,Westminster,CA,92683,ORANGE,33.76707,-118.0072
7-Eleven 26187C,Convenience Store,19001,Bushard St,Huntington Beach,CA,92646,ORANGE,33.68618,-117.9628
7-Eleven 16483A,Convenience Store,1802,N El Camino Real,San Clemente,CA,92672,ORANGE,33.4327,-117.6316
7-eleven 25703,Convenience Store,1495,Superior Ave,Newport Beach,CA,92663,ORANGE,33.62847,-117.9313
7-eleven 35343,Convenience Store,16971,Goldenwest St,Huntington Beach,CA,92647,ORANGE,33.71581,-118.0066
7-eleven 35346,Convenience Store,27271,Trabuco Rd,Mission Viejo,CA,92691,ORANGE,33.61335,-117.6546
7-Eleven 25801D,Convenience Store,31702,Pacific Coast Hwy,South Laguna,CA,92677,ORANGE,33.50225,-117.7442
7-Eleven 16254,Convenience Store,28933,Crown Valley Pkwy,Laguna Niguel,CA,92677,ORANGE,33.54269,-117.6927
7-eleven 24506,Convenience Store,295,W Central Ave,Brea,CA,92821,ORANGE,33.93253,-117.8988
7-Eleven 39628A,Convenience Store,615,S Tustin St,Orange,CA,92866,ORANGE,33.77832,-117.8357
7-Eleven 35329A,Convenience Store,13842,Newport Ave,Tustin,CA,92780,ORANGE,33.73975,-117.8204
7-Eleven 35718A,Convenience Store,3310,E Imperial Hwy,Brea,CA,92823,ORANGE,33.90891,-117.8515
7-Eleven 35633A,Convenience Store,1441,W Macarthur Blvd,Santa Ana,CA,92704,ORANGE,33.70047,-117.8881
7-eleven 35343H,Convenience Store,16971,Goldenwest St,Huntington Beach,CA,92647,ORANGE,33.71581,-118.0066
